16,170,4843,2015-02-25,15 
16,171,6735,2018-08-27,7 
17,172,3249,2016-08-25,10 
17,173,12632,2016-04-26,5 
17,174,17795,2018-10-10,8 
17,175,13292,2016-04-29,10 
17,176,15922,2015-01-07,10 
17,177,4138,2016-02-19,6 
18,178,12715,2018-09-25,4 
18,179,14552,2015-10-28,5 
18,180,3155,2015-08-30,4 
18,181,16293,2019-09-12,3 
18,182,11677,2016-11-07,2 
18,183,9090,2019-07-06,1 
18,184,13714,2019-12-08,4 
18,185,2153,2019-06-27,5 
18,186,963,2018-01-20,5 
18,187,18311,2016-03-19,4 
18,188,2132,2015-02-07,3 
18,189,3343,2016-09-08,5 
18,190,14046,2017-02-13,5 
18,191,2041,2018-11-17,5 
19,192,10576,2018-10-25,9 
19,193,16655,2017-03-02,9 
19,194,11877,2018-06-16,4 
19,195,13563,2017-12-15,7 
19,196,16174,2016-06-08,5 
19,197,9519,2018-10-14,20 
19,198,8161,2018-09-26,14 
19,199,2111,2017-05-12,5 
19,200,2250,2015-05-18,11 
19,201,11588,2016-11-10,17 
19,202,7628,2015-04-16,1 
19,203,2534,2018-12-30,20 
19,204,10623,2016-02-28,3 
20,205,18097,2018-12-26,2 
20,206,487,2017-09-14,5 
20,207,14460,2018-02-12,1 
20,208,15952,2019-04-19,4 
20,209,12216,2016-04-10,4 
20,210,2927,2019-09-01,2 
20,211,12551,2019-04-16,5 
20,212,11777,2019-06-12,4 
20,213,13808,2015-02-04,3 
20,214,14607,2017-04-16,4 
20,215,4543,2017-11-19,4 
20,216,19820,2015-08-27,5 
20,217,10377,2017-05-25,1 
20,218,14516,2016-06-16,2 
21,219,10548,2016-09-17,1 
22,220,13255,2019-02-13,2 
22,221,15201,2018-05-07,7 
22,222,7693,2018-11-27,6 
22,223,13789,2017-07-22,6 
22,224,6350,2016-06-03,2 
22,225,14814,2017-05-13,12 
22,226,3655,2019-11-06,11 
22,227,11437,2018-06-28,10 
22,228,3460,2017-10-16,5 
23,229,14512,2019-07-15,4 
23,230,19563,2019-11-30,10 
23,231,9308,2017-04-22,3 
23,232,16016,2017-06-08,10 
24,233,5645,2017-08-28,3 
24,234,1215,2018-08-22,8 
24,235,3874,2017-03-01,3 
24,236,9668,2015-10-07,2 
25,237,9940,2015-09-23,2 
25,238,12456,2015-09-25,3 
25,239,5577,2015-07-24,1 
25,240,9940,2015-12-05,4 
25,241,9665,2017-03-15,1 
25,242,8492,2016-01-26,4 
25,243,15630,2018-09-09,1 
25,244,1432,2016-08-15,1 
25,245,2361,2015-07-13,4 
25,246,2534,2016-05-24,4 
25,247,15944,2019-11-01,4 
25,248,3701,2019-03-09,4 
25,249,4890,2019-04-24,3 
25,250,8086,2016-04-03,5 
25,251,10684,2019-10-11,3 
25,252,11009,2016-01-02,5 
26,253,9345,2015-12-07,3 
26,254,17002,2018-08-14,3 
26,255,14300,2019-05-23,3 
26,256,16923,2016-09-02,1 
26,257,13723,2015-08-11,3 
27,258,3325,2017-06-28,10 
27,259,15357,2018-03-08,2 
27,260,17815,2018-07-26,6 
27,261,2044,2017-11-06,9 
28,262,11465,2015-09-28,8 
28,263,10943,2016-02-09,9 
28,264,5744,2015-01-12,8 
28,265,7173,2016-02-18,5 
28,266,12603,2017-08-04,3 
28,267,8150,2015-07-04,3 
28,268,13966,2015-11-29,10 
28,269,19888,2016-07-21,7 
28,270,7694,2019-04-23,1 
29,271,11588,2019-03-25,7 
29,272,2902,2016-09-14,9 
29,273,11405,2016-10-09,8 
29,274,5250,2019-12-08,8 
29,275,16047,2019-04-26,14 
29,276,18193,2015-02-03,9 
29,277,2675,2018-03-19,6 
29,278,10411,2017-06-08,12 
29,279,14201,2016-08-20,15 
29,280,1992,2016-03-18,10 
29,281,4472,2019-10-10,5 
29,282,11623,2016-10-18,3 
29,283,9800,2017-09-20,7 
29,284,7648,2019-04-12,15 
29,285,3704,2016-08-24,10 
29,286,12010,2019-02-15,13 
29,287,7994,2016-02-20,11 
29,288,14862,2016-01-03,6 
29,289,2980,2016-07-22,13 
29,290,13151,2017-05-16,7 
30,291,16142,2015-08-30,1 
30,292,12019,2016-06-05,2 
30,293,16436,2017-11-20,1 
30,294,870,2017-12-13,5 
30,295,15740,2019-05-30,5 
30,296,12335,2018-02-11,4 
30,297,11508,2015-10-05,5 
30,298,15036,2019-08-29,2 
30,299,19105,2015-06-13,3 
30,300,2257,2016-04-23,2 
30,301,4018,2017-09-19,5 
30,302,19652,2019-03-19,1 
30,303,18382,2018-07-03,5 
30,304,10226,2018-05-04,3 
30,305,11862,2017-10-15,5 
30,306,17369,2018-10-13,3 
31,307,4337,2018-11-12,4 
31,308,2422,2019-05-28,12 
31,309,16902,2018-08-14,20 
31,310,19716,2015-03-29,13 
31,311,18132,2019-08-19,14 
31,312,17869,2018-06-01,12 
32,313,1525,2016-02-05,3 
32,314,11149,2019-01-20,5 
32,315,3910,2015-11-04,1 
32,316,19555,2016-09-06,3 
32,317,5098,2019-03-23,1 
32,318,8091,2019-07-17,3 
32,319,14183,2016-03-31,2 
32,320,17962,2017-08-03,2 
32,321,460,2015-12-28,7 
32,322,16368,2017-12-15,4 
32,323,19184,2019-12-31,3 
32,324,3375,2019-09-06,4 
32,325,18574,2015-01-05,9 
32,326,975,2019-08-16,2 
32,327,11629,2016-08-04,1 
32,328,13542,2019-01-19,2 
33,329,3120,2015-12-14,6 
33,330,10316,2017-02-11,1 
33,331,353,2016-09-24,5 
33,332,5880,2018-01-29,9 
33,333,14751,2019-11-09,9 
33,334,790,2016-10-13,9 
33,335,13837,2018-07-16,6 
33,336,4967,2018-03-07,2 
33,337,19462,2015-02-18,4 
33,338,2218,2018-04-12,10 
33,339,5087,2016-02-25,7 
34,340,10952,2017-06-21,4 
34,341,17215,2016-03-02,1 
34,342,19866,2015-01-25,3 
34,343,10161,2019-03-27,1 
34,344,13836,2018-07-07,5 
34,345,9615,2017-04-09,2 
35,346,10869,2017-06-06,2 
35,347,6764,2015-09-18,4 
35,348,19720,2016-05-26,3 
35,349,10706,2016-01-30,1 
35,350,15170,2016-05-07,5 
35,351,12453,2015-05-13,2 
35,352,10051,2017-07-14,2 
35,353,8971,2015-04-02,2 
35,354,11515,2018-05-22,1 
35,355,11795,2018-12-08,1 
35,356,1381,2019-02-13,2 
35,357,3966,2016-09-03,3 
35,358,3769,2016-01-18,1 
35,359,5116,2016-03-06,4 
35,360,16109,2018-07-01,5 
35,361,6493,2016-01-17,3 
35,362,7816,2017-01-24,4 
36,363,15470,2018-10-08,13 
36,364,10469,2019-07-09,18 
36,365,14527,2016-03-16,14 
36,366,18922,2016-08-06,16 
36,367,16462,2018-12-22,19 
36,368,6890,2015-05-07,11 
36,369,8097,2017-06-18,17 
36,370,11430,2019-09-14,14 
36,371,1355,2015-11-20,4 
36,372,14329,2017-07-05,3 
36,373,11363,2017-10-19,6 
36,374,5395,2015-09-19,13 
36,375,11850,2017-10-05,8 
36,376,75,2015-11-19,17 
36,377,4710,2015-05-20,5 
36,378,5040,2016-10-05,6 
37,379,15457,2019-12-05,4 
37,380,8312,2015-01-08,3 
37,381,260,2017-11-10,9 
37,382,373,2018-11-15,9 
37,383,11147,2015-09-24,6 
37,384,6197,2016-01-24,5 
37,385,17684,2015-05-16,7 
37,386,2735,2016-09-21,2 
37,387,17505,2018-09-10,8 
37,388,9483,2018-05-02,1 
37,389,3388,2019-07-04,4 
37,390,9973,2019-06-28,5 
37,391,11551,2017-05-01,9 
37,392,8124,2017-01-20,7 
37,393,7246,2018-08-10,8 
37,394,15079,2018-02-13,9 
38,395,1928,2016-04-19,11 
38,396,11957,2015-05-30,11 
38,397,4170,2018-05-16,2 
38,398,7982,2016-11-25,3 
38,399,6494,2017-07-15,16 
38,400,19553,2016-12-23,15 
38,401,10502,2016-07-21,3 
38,402,18955,2018-10-12,16 
38,403,11951,2017-11-27,6 
38,404,1017,2015-05-25,9 
38,405,194,2017-11-13,10 
38,406,6611,2017-04-30,13 
38,407,13773,2019-08-05,2 
38,408,12635,2019-11-05,18 
38,409,7956,2015-11-17,10 
38,410,2481,2016-05-10,13 
38,411,93,2015-02-04,11 
38,412,261,2017-10-04,4 
38,413,14188,2017-10-13,6 
39,414,14671,2016-12-04,10 
39,415,16253,2016-05-13,2 
39,416,18580,2015-11-12,12 
39,417,18986,2016-12-10,6 
39,418,6416,2018-08-22,18 
39,419,11915,2019-09-18,20 
39,420,5824,2018-02-08,13 
40,421,18823,2019-04-27,1 
40,422,2444,2017-03-27,10 
40,423,9880,2017-05-01,11 
40,424,11118,2018-12-15,12 
40,425,8223,2018-12-14,2 
40,426,6095,2018-04-12,12 
40,427,2070,2018-09-04,10 
40,428,3390,2018-05-23,12 
40,429,11744,2017-01-04,14 
40,430,7054,2015-02-21,11 
40,431,10460,2017-10-14,4 
40,432,15637,2015-05-30,2 
40,433,5138,2019-05-20,3 
41,434,13843,2019-04-13,15 
41,435,4846,2019-09-08,10 
41,436,19729,2019-02-22,18 
41,437,3521,2018-06-20,1 
41,438,16002,2018-04-19,16 
41,439,14813,2015-12-17,12 
41,440,963,2015-06-21,7 
41,441,18418,2017-12-14,11 
41,442,12776,2018-11-11,17 
41,443,13631,2015-10-29,13 
41,444,1396,2019-01-31,5 
41,445,6380,2015-09-07,9 
41,446,19968,2016-07-16,12 
41,447,11036,2017-09-12,16 
42,448,15023,2018-09-21,3 
42,449,16805,2015-03-22,5 
42,450,6475,2016-04-12,3 
42,451,12737,2017-04-02,4 
42,452,15246,2016-06-18,2 
42,453,18547,2017-06-17,1 
42,454,4112,2019-01-28,4 
42,455,2658,2016-08-31,1 
42,456,7344,2019-04-11,3 
42,457,3491,2016-01-19,4 
43,458,237,2018-01-15,3 
43,459,9587,2016-09-24,5 
43,460,12169,2019-04-13,4 
43,461,14408,2019-03-18,7 
43,462,11697,2015-07-19,5 
43,463,9781,2016-10-14,9 
43,464,16542,2017-06-30,2 
43,465,1865,2015-10-30,6 
43,466,12942,2017-05-28,3 
43,467,9883,2017-09-14,9 
43,468,18721,2017-01-18,4 
43,469,14037,2016-05-19,1 
43,470,5725,2019-01-04,7 
43,471,3294,2018-09-23,10 
43,472,16387,2017-12-20,5 
43,473,1043,2017-08-04,3 
43,474,8216,2016-05-12,2 
43,475,6035,2017-10-27,1 
43,476,257,2018-03-03,5 
43,477,3632,2016-02-21,4 
44,478,17211,2019-10-20,1 
44,479,13056,2018-11-25,2 
44,480,7899,2017-01-25,5 
44,481,8796,2018-09-27,2 
44,482,16560,2015-08-07,4 
44,483,15221,2016-05-21,4 
44,484,18013,2015-11-19,1 
44,485,15775,2019-07-26,5 
44,486,19852,2016-03-12,4 
44,487,3289,2019-10-12,4 
44,488,15168,2016-07-12,3 
44,489,16506,2015-11-27,2 
44,490,6697,2017-04-20,4 
44,491,13496,2016-11-26,2 
44,492,9168,2018-10-23,1 
44,493,5940,2019-12-21,1 
44,494,15927,2017-03-20,1 
44,495,5818,2016-10-18,2 
44,496,13257,2018-04-02,2 
45,497,5272,2015-12-07,1 
45,498,14434,2018-01-24,15 
45,499,8598,2018-09-08,8 
45,500,2583,2018-06-24,12 
45,501,10857,2017-09-29,9 
45,502,5095,2019-08-25,5 
45,503,6373,2015-01-20,4 
45,504,7392,2018-12-25,14 
45,505,3080,2019-09-07,13 
45,506,16872,2017-07-12,9 
45,507,9906,2019-07-21,5 
45,508,6029,2019-09-07,12 
45,509,6202,2019-07-17,15 
45,510,19434,2015-10-10,2 
45,511,12914,2016-08-16,15 
45,512,12342,2017-10-20,12 
45,513,13623,2015-04-20,4 
45,514,10712,2018-07-05,13 
45,515,5688,2015-09-24,13 
46,516,8128,2018-10-09,4 
46,517,11195,2018-01-26,5 
46,518,18452,2015-02-15,3 
47,519,17098,2019-05-01,10 
47,520,7886,2016-09-08,8 
47,521,15981,2019-04-12,3 
47,522,4988,2015-06-29,12 
47,523,19279,2018-10-29,2 
47,524,16203,2019-09-29,18 
47,525,726,2015-02-10,14 
47,526,1058,2017-09-20,19 
47,527,14797,2019-04-02,12 
47,528,17048,2017-03-12,9 
47,529,3683,2016-03-08,11 
47,530,13103,2017-11-17,1 
47,531,16288,2018-09-09,14 
47,532,17137,2018-01-17,18 
47,533,12503,2017-12-29,14 
47,534,19502,2018-07-16,19 
48,535,9078,2016-05-18,2 
48,536,17942,2017-07-25,4 
48,537,18547,2019-04-02,5 
48,538,11419,2015-01-10,3 
48,539,16296,2015-05-17,4 
48,540,11304,2019-08-13,1 
48,541,16386,2015-03-11,3 
48,542,9615,2018-04-25,4 
48,543,9964,2017-12-07,5 
48,544,17863,2018-12-08,4 
48,545,9941,2015-07-01,2 
48,546,8363,2019-03-10,2 
48,547,16968,2015-03-16,5 
48,548,9494,2018-05-11,2 
49,549,867,2017-01-02,5 
49,550,18104,2016-12-12,5 
49,551,5213,2016-04-25,1 
49,552,18581,2016-12-15,4 
50,553,18953,2017-12-15,7 
50,554,10194,2015-10-09,10 
50,555,8516,2015-11-28,6 
50,556,11380,2015-05-29,7 
50,557,16359,2017-12-08,8 
50,558,9355,2015-03-25,9 
50,559,6639,2019-04-29,10 
50,560,5020,2016-06-12,4 
50,561,5598,2018-11-22,3 
50,562,1045,2017-07-24,1 
51,563,12045,2018-11-09,6 
51,564,2237,2017-07-04,2 
51,565,14036,2019-03-06,10 
51,566,4137,2015-11-13,5 
51,567,14171,2016-04-20,3 
51,568,10709,2019-02-06,6 
52,569,3292,2015-04-23,10 
52,570,2685,2017-07-03,5 
52,571,9253,2018-10-13,6 
52,572,19291,2016-12-27,4 
52,573,16723,2019-09-10,2 
52,574,17476,2015-05-18,9 
53,575,875,2019-11-19,12 
53,576,6024,2017-08-26,6 
53,577,14991,2019-11-24,5 
53,578,1026,2019-11-19,13 
53,579,6294,2015-10-26,6 
53,580,6111,2017-12-12,8 
53,581,8564,2016-06-21,13 
53,582,9329,2018-11-09,14 
53,583,11097,2017-08-21,2 
53,584,1519,2016-12-31,14 
53,585,1156,2017-03-30,14 
53,586,9783,2017-02-07,7 
53,587,2464,2017-08-16,1 
53,588,13537,2015-03-16,10 
53,589,18631,2019-05-22,9 
54,590,16309,2018-11-03,3 
54,591,18209,2018-08-27,10 
54,592,8072,2018-12-09,10 
54,593,10204,2017-06-26,7 
54,594,18026,2017-01-25,4 
54,595,2749,2016-04-09,10 
54,596,12581,2018-04-04,8 
54,597,9601,2017-09-16,1 
54,598,7519,2015-12-24,2 
54,599,3225,2019-10-17,5 
54,600,6986,2017-04-28,5 
55,601,15923,2018-07-18,16 
55,602,3820,2017-01-30,2 
55,603,2536,2017-02-28,9 
56,604,15840,2016-07-09,15 
56,605,11594,2019-08-27,19 
56,606,14235,2018-11-11,5 
57,607,18633,2018-07-07,8 
57,608,9485,2019-09-29,11 
57,609,11990,2018-08-14,12 
57,610,2685,2016-08-08,3 
57,611,3399,2016-11-03,13 
58,612,904,2019-02-03,6 
58,613,11159,2016-10-06,6 
58,614,7416,2018-09-18,2 
58,615,13266,2015-07-01,1 
58,616,1847,2016-12-29,9 
58,617,6204,2017-07-18,7 
58,618,19228,2016-07-19,7 
58,619,12311,2018-08-13,10 
58,620,9080,2016-02-07,1 
58,621,11093,2018-12-20,2 
58,622,10764,2018-09-23,9 
58,623,18601,2018-12-28,1 
58,624,6718,2015-12-24,6 
58,625,3459,2017-09-23,5 
58,626,7162,2016-02-11,1 
58,627,1734,2016-06-26,4 
58,628,16153,2015-04-14,2 
58,629,13229,2017-03-12,1 
58,630,12364,2016-03-31,4 
58,631,18272,2016-03-07,4 
58,632,2461,2017-06-01,4 
59,633,1324,2015-08-04,2 
59,634,7755,2017-01-11,3 
59,635,331,2017-08-22,4 
59,636,9268,2015-02-16,4 
59,637,11761,2015-03-22,5 
59,638,6676,2017-05-25,1 
59,639,2077,2015-07-03,1 
59,640,18640,2015-01-07,1 
59,641,12822,2016-06-06,3 
59,642,10247,2019-04-25,5 
59,643,15572,2016-10-17,3 
59,644,10675,2019-05-29,5 
59,645,19158,2017-12-20,5 
59,646,10200,2016-10-22,1 
59,647,2324,2019-10-14,1 
59,648,5637,2018-07-26,3 
59,649,12614,2018-11-20,4 
59,650,10658,2016-04-13,4 
59,651,6489,2017-10-16,4 
60,652,4424,2019-07-19,6 
60,653,6677,2019-05-03,4 
61,654,10630,2017-01-30,3 
61,655,18438,2015-11-14,2 
61,656,18051,2017-09-14,5 
61,657,5012,2015-11-23,3 
61,658,19162,2019-05-30,1 
61,659,1927,2019-12-04,3 
61,660,13026,2018-05-13,3 
61,661,16398,2015-12-16,1 
61,662,16154,2016-11-27,2 
61,663,9590,2017-03-09,1 
61,664,12172,2017-01-31,3 
62,665,9103,2018-02-19,16 
62,666,6363,2015-12-02,20 
62,667,17857,2016-06-11,17 
63,668,14819,2016-06-21,10 
63,669,7721,2017-12-02,15 
63,670,8774,2017-09-10,1 
63,671,17879,2019-06-16,4 
63,672,7150,2018-05-02,15 
63,673,17937,2016-02-11,10 
63,674,3284,2017-10-26,15 
63,675,4737,2015-01-25,10 
63,676,5227,2018-08-27,8 
63,677,5530,2016-07-31,15 
64,678,6016,2016-03-09,2 
64,679,15597,2019-11-12,10 
64,680,16748,2017-03-27,10 
64,681,15692,2018-11-16,1 
64,682,19330,2017-01-02,10 
64,683,2789,2017-12-13,15 
64,684,8390,2019-02-21,3 
64,685,7447,2016-05-11,1 
64,686,5660,2015-01-24,2 
64,687,19757,2015-06-06,10 
64,688,3843,2016-01-22,13 
64,689,1902,2017-08-05,7 
64,690,7685,2016-10-12,8 
64,691,13061,2015-07-27,4 
65,692,5495,2016-07-26,17 
65,693,11508,2018-11-09,8 
65,694,17303,2018-07-31,8 
65,695,7627,2019-03-13,16 
65,696,13079,2015-03-31,6 
66,697,12966,2019-03-18,20 
66,698,8978,2016-08-28,1 
66,699,10416,2015-08-01,11 
66,700,2083,2017-05-16,17 
66,701,19453,2019-01-27,1 
66,702,17881,2015-01-16,5 
66,703,19823,2018-06-05,1 
66,704,3715,2018-05-16,14 
66,705,17755,2018-09-03,16 
66,706,8385,2018-10-10,12 
66,707,8560,2019-11-25,6 
66,708,3674,2019-02-04,15 
66,709,583,2018-04-22,5 
67,710,6067,2017-11-29,5 
67,711,460,2016-01-26,3 
67,712,3272,2017-04-14,4 
67,713,13972,2017-07-15,3 
67,714,11161,2015-07-23,6 
67,715,6983,2019-04-14,4 
67,716,11359,2017-08-19,6 
67,717,18642,2015-10-27,5 
67,718,14316,2016-07-03,9 
67,719,7381,2016-01-06,2 
67,720,3162,2019-10-21,5 
67,721,7948,2016-08-06,5 
67,722,16553,2017-08-08,5 
67,723,11299,2015-12-13,3 
67,724,14463,2017-04-20,4 
67,725,13290,2018-09-27,7 
67,726,17087,2016-10-02,9 
67,727,3376,2018-11-04,2 
68,728,14952,2019-02-21,5 
68,729,4,2018-07-03,3 
68,730,18923,2015-12-17,3 
68,731,724,2019-07-18,5 
68,732,6410,2017-10-10,4 
68,733,4630,2017-07-13,3 
68,734,9292,2018-05-05,4 
68,735,13428,2015-10-13,1 
68,736,4498,2019-02-09,1 
68,737,9088,2017-01-10,2 
68,738,11841,2015-04-25,5 
68,739,14377,2016-01-04,5 
68,740,3100,2015-05-22,3 
69,741,403,2019-05-12,12 
69,742,4808,2016-03-17,17 
69,743,5881,2018-04-07,11 
69,744,18239,2018-10-23,10 
69,745,2671,2019-08-21,14 
69,746,13977,2015-08-10,14 
69,747,10568,2015-04-18,5 
69,748,19671,2015-11-21,12 
69,749,19166,2015-02-27,5 
69,750,2957,2015-02-01,1 
69,751,18255,2017-02-28,8 
70,752,556,2019-08-07,7 
70,753,14186,2018-10-07,6 
70,754,17979,2018-05-31,4 
70,755,10077,2019-01-20,10 
70,756,10460,2018-09-15,8 
70,757,11086,2016-01-29,2 
70,758,19593,2015-10-01,6 
70,759,1769,2016-10-12,6 
70,760,16162,2016-05-23,6 
70,761,18210,2019-05-16,5 
70,762,6024,2017-09-07,9 
70,763,3204,2017-02-09,10 
70,764,6274,2018-04-19,10 
70,765,8862,2016-12-26,4 
70,766,10848,2019-04-05,6 
70,767,12191,2016-11-21,4 
70,768,4312,2018-02-12,7 
70,769,13169,2016-02-01,5 
70,770,16019,2016-05-12,9 
71,771,8851,2017-01-24,3 
71,772,11111,2019-04-29,2 
71,773,8802,2015-12-04,4 
71,774,6053,2016-09-01,5 
71,775,7316,2015-12-15,1 
71,776,19865,2017-02-01,4 
71,777,7392,2019-05-16,4 
71,778,9376,2018-04-24,4 
71,779,16638,2017-01-21,1 
71,780,2651,2019-06-26,4 
71,781,15963,2019-12-30,3 
71,782,257,2016-02-24,3 
71,783,12090,2019-08-06,4 
71,784,16970,2017-07-02,2 
71,785,3044,2017-09-27,2 
71,786,8623,2016-02-03,2 
72,787,5775,2016-06-21,1 
72,788,7538,2017-11-09,3 
72,789,13808,2015-07-18,4 
72,790,4612,2016-05-13,5 
72,791,16741,2019-10-26,1 
72,792,12056,2019-11-23,5 
72,793,14349,2017-02-11,1 
72,794,10047,2016-04-06,3 
72,795,8553,2019-06-05,4 
72,796,16965,2016-08-23,4 
72,797,11819,2017-02-14,2 
72,798,7777,2016-10-12,4 
73,799,1133,2018-07-31,12 
73,800,815,2018-04-30,15 
73,801,10449,2018-08-04,3 
73,802,9440,2015-06-09,14 
73,803,10088,2017-06-26,15 
73,804,11115,2017-04-26,13 
73,805,19124,2016-01-26,8 
73,806,13762,2016-10-26,8 
73,807,17622,2018-11-21,3 
73,808,8635,2017-10-10,15 
73,809,15651,2017-01-29,12 
73,810,11006,2019-06-15,4 
73,811,3321,2019-08-13,7 
73,812,14220,2017-02-17,2 
73,813,4599,2016-09-30,5 
73,814,4035,2019-11-03,12 
74,815,1401,2018-12-15,13 
74,816,13953,2016-05-26,10 
74,817,16054,2016-04-14,15 
74,818,19665,2019-02-14,2 
74,819,8647,2019-08-16,15 
74,820,3198,2018-05-28,1 
74,821,8936,2016-09-06,1 
74,822,12178,2015-04-06,5 
74,823,13266,2017-07-27,12 
74,824,15669,2017-10-13,8 
74,825,2044,2017-12-07,12 
